"country_region","semana","casos_semana","crescimento_pct_wow"
"Latvia","2020-07-06","49","512.50"
"Latvia","2020-07-13","19","-61.22"
"Latvia","2020-07-20","27","42.11"
"Latvia","2020-07-27","0","-100.00"
"Lebanon","2020-01-20","0",NULL
"Lebanon","2020-01-27","0",NULL
"Lebanon","2020-02-03","0",NULL
"Lebanon","2020-02-10","0",NULL
"Lebanon","2020-02-17","1",NULL
"Lebanon","2020-02-24","9","800.00"
"Lebanon","2020-03-02","22","144.44"
"Lebanon","2020-03-09","78","254.55"
"Lebanon","2020-03-16","138","76.92"
"Lebanon","2020-03-23","190","37.68"
"Lebanon","2020-03-30","89","-53.16"
"Lebanon","2020-04-06","103","15.73"
"Lebanon","2020-04-13","43","-58.25"
"Lebanon","2020-04-20","34","-20.93"
"Lebanon","2020-04-27","30","-11.76"
"Lebanon","2020-05-04","108","260.00"
"Lebanon","2020-05-11","66","-38.89"
"Lebanon","2020-05-18","203","207.58"
"Lebanon","2020-05-25","106","-47.78"
"Lebanon","2020-06-01","111","4.72"
"Lebanon","2020-06-08","115","3.60"
"Lebanon","2020-06-15","141","22.61"
"Lebanon","2020-06-22","153","8.51"
"Lebanon","2020-06-29","133","-13.07"
"Lebanon","2020-07-06","461","246.62"
"Lebanon","2020-07-13","525","13.88"
"Lebanon","2020-07-20","891","69.71"
"Lebanon","2020-07-27","132","-85.19"
"Lesotho","2020-01-20","0",NULL
"Lesotho","2020-01-27","0",NULL
"Lesotho","2020-02-03","0",NULL
"Lesotho","2020-02-10","0",NULL
"Lesotho","2020-02-17","0",NULL
"Lesotho","2020-02-24","0",NULL
"Lesotho","2020-03-02","0",NULL
"Lesotho","2020-03-09","0",NULL
"Lesotho","2020-03-16","0",NULL
"Lesotho","2020-03-23","0",NULL
"Lesotho","2020-03-30","0",NULL
"Lesotho","2020-04-06","0",NULL
"Lesotho","2020-04-13","0",NULL
"Lesotho","2020-04-20","0",NULL
"Lesotho","2020-04-27","0",NULL
"Lesotho","2020-05-04","0",NULL
"Lesotho","2020-05-11","1",NULL
"Lesotho","2020-05-18","1","0.00"
"Lesotho","2020-05-25","0","-100.00"
"Lesotho","2020-06-01","2",NULL
"Lesotho","2020-06-08","0","-100.00"
"Lesotho","2020-06-15","0",NULL
"Lesotho","2020-06-22","23",NULL
"Lesotho","2020-06-29","52","126.09"
"Lesotho","2020-07-06","154","196.15"
"Lesotho","2020-07-13","126","-18.18"
"Lesotho","2020-07-20","146","15.87"
"Lesotho","2020-07-27","0","-100.00"
"Liberia","2020-01-20","0",NULL
"Liberia","2020-01-27","0",NULL
"Liberia","2020-02-03","0",NULL
"Liberia","2020-02-10","0",NULL
"Liberia","2020-02-17","0",NULL
"Liberia","2020-02-24","0",NULL
"Liberia","2020-03-02","0",NULL
"Liberia","2020-03-09","0",NULL
"Liberia","2020-03-16","3",NULL
"Liberia","2020-03-23","0","-100.00"
"Liberia","2020-03-30","10",NULL
"Liberia","2020-04-06","37","270.00"
"Liberia","2020-04-13","41","10.81"
"Liberia","2020-04-20","33","-19.51"
"Liberia","2020-04-27","34","3.03"
"Liberia","2020-05-04","41","20.59"
"Liberia","2020-05-11","27","-34.15"
"Liberia","2020-05-18","39","44.44"
"Liberia","2020-05-25","23","-41.03"
"Liberia","2020-06-01","71","208.70"
"Liberia","2020-06-08","99","39.44"
"Liberia","2020-06-15","168","69.70"
"Liberia","2020-06-22","142","-15.48"
"Liberia","2020-06-29","106","-25.35"
"Liberia","2020-07-06","136","28.30"
"Liberia","2020-07-13","81","-40.44"
"Liberia","2020-07-20","71","-12.35"
"Liberia","2020-07-27","5","-92.96"
"Libya","2020-01-20","0",NULL
"Libya","2020-01-27","0",NULL
"Libya","2020-02-03","0",NULL
"Libya","2020-02-10","0",NULL
"Libya","2020-02-17","0",NULL
"Libya","2020-02-24","0",NULL
"Libya","2020-03-02","0",NULL
"Libya","2020-03-09","0",NULL
"Libya","2020-03-16","0",NULL
"Libya","2020-03-23","8",NULL
"Libya","2020-03-30","10","25.00"
"Libya","2020-04-06","7","-30.00"
"Libya","2020-04-13","26","271.43"
"Libya","2020-04-20","10","-61.54"
"Libya","2020-04-27","2","-80.00"
"Libya","2020-05-04","1","-50.00"
"Libya","2020-05-11","1","0.00"
"Libya","2020-05-18","10","900.00"
"Libya","2020-05-25","81","710.00"
"Libya","2020-06-01","100","23.46"
"Libya","2020-06-08","198","98.00"
"Libya","2020-06-15","117","-40.91"
"Libya","2020-06-22","191","63.25"
"Libya","2020-06-29","284","48.69"
"Libya","2020-07-06","387","36.27"
"Libya","2020-07-13","433","11.89"
"Libya","2020-07-20","803","85.45"
"Libya","2020-07-27","158","-80.32"
"Liechtenstein","2020-01-20","0",NULL
"Liechtenstein","2020-01-27","0",NULL
"Liechtenstein","2020-02-03","0",NULL
"Liechtenstein","2020-02-10","0",NULL
"Liechtenstein","2020-02-17","0",NULL
"Liechtenstein","2020-02-24","0",NULL
"Liechtenstein","2020-03-02","1",NULL
"Liechtenstein","2020-03-09","3","200.00"
"Liechtenstein","2020-03-16","33","1000.00"
"Liechtenstein","2020-03-23","19","-42.42"
"Liechtenstein","2020-03-30","21","10.53"
"Liechtenstein","2020-04-06","2","-90.48"
"Liechtenstein","2020-04-13","2","0.00"
"Liechtenstein","2020-04-20","1","-50.00"
"Liechtenstein","2020-04-27","0","-100.00"
"Liechtenstein","2020-05-04","0",NULL
"Liechtenstein","2020-05-11","0",NULL
"Liechtenstein","2020-05-18","0",NULL
"Liechtenstein","2020-05-25","0",NULL
"Liechtenstein","2020-06-01","0",NULL
"Liechtenstein","2020-06-08","0",NULL
"Liechtenstein","2020-06-15","0",NULL
"Liechtenstein","2020-06-22","0",NULL
"Liechtenstein","2020-06-29","1",NULL
"Liechtenstein","2020-07-06","1","0.00"
"Liechtenstein","2020-07-13","2","100.00"
"Liechtenstein","2020-07-20","0","-100.00"
"Liechtenstein","2020-07-27","0",NULL
"Lithuania","2020-01-20","0",NULL
"Lithuania","2020-01-27","0",NULL
"Lithuania","2020-02-03","0",NULL
"Lithuania","2020-02-10","0",NULL
"Lithuania","2020-02-17","0",NULL
"Lithuania","2020-02-24","1",NULL
"Lithuania","2020-03-02","0","-100.00"
"Lithuania","2020-03-09","11",NULL
"Lithuania","2020-03-16","131","1090.91"
"Lithuania","2020-03-23","317","141.98"
"Lithuania","2020-03-30","351","10.73"
"Lithuania","2020-04-06","242","-31.05"
"Lithuania","2020-04-13","245","1.24"
"Lithuania","2020-04-20","140","-42.86"
"Lithuania","2020-04-27","77","-45.00"
"Lithuania","2020-05-04","69","-10.39"
"Lithuania","2020-05-11","62","-10.14"
"Lithuania","2020-05-18","82","32.26"
"Lithuania","2020-05-25","52","-36.59"
"Lithuania","2020-06-01","39","-25.00"
"Lithuania","2020-06-08","54","38.46"
"Lithuania","2020-06-15","30","-44.44"
"Lithuania","2020-06-22","17","-43.33"
"Lithuania","2020-06-29","21","23.53"
"Lithuania","2020-07-06","33","57.14"
"Lithuania","2020-07-13","63","90.91"
"Lithuania","2020-07-20","76","20.63"
"Lithuania","2020-07-27","11","-85.53"
"Luxembourg","2020-01-20","0",NULL
"Luxembourg","2020-01-27","0",NULL
"Luxembourg","2020-02-03","0",NULL
"Luxembourg","2020-02-10","0",NULL
"Luxembourg","2020-02-17","0",NULL
"Luxembourg","2020-02-24","1",NULL
"Luxembourg","2020-03-02","2","100.00"
"Luxembourg","2020-03-09","56","2700.00"
"Luxembourg","2020-03-16","739","1219.64"
"Luxembourg","2020-03-23","1152","55.89"
"Luxembourg","2020-03-30","854","-25.87"
"Luxembourg","2020-04-06","477","-44.15"
"Luxembourg","2020-04-13","269","-43.61"
"Luxembourg","2020-04-20","173","-35.69"
"Luxembourg","2020-04-27","101","-41.62"
"Luxembourg","2020-05-04","62","-38.61"
"Luxembourg","2020-05-11","59","-4.84"
"Luxembourg","2020-05-18","47","-20.34"
"Luxembourg","2020-05-25","26","-44.68"
"Luxembourg","2020-06-01","21","-19.23"
"Luxembourg","2020-06-08","31","47.62"
"Luxembourg","2020-06-15","50","61.29"
"Luxembourg","2020-06-22","122","144.00"
"Luxembourg","2020-06-29","280","129.51"
"Luxembourg","2020-07-06","403","43.93"
"Luxembourg","2020-07-13","680","68.73"
"Luxembourg","2020-07-20","667","-1.91"
"Luxembourg","2020-07-27","49","-92.65"
"Madagascar","2020-01-20","0",NULL
"Madagascar","2020-01-27","0",NULL
"Madagascar","2020-02-03","0",NULL
"Madagascar","2020-02-10","0",NULL
"Madagascar","2020-02-17","0",NULL
"Madagascar","2020-02-24","0",NULL
"Madagascar","2020-03-02","0",NULL
"Madagascar","2020-03-09","0",NULL
"Madagascar","2020-03-16","3",NULL
"Madagascar","2020-03-23","36","1100.00"
"Madagascar","2020-03-30","33","-8.33"
"Madagascar","2020-04-06","34","3.03"
"Madagascar","2020-04-13","15","-55.88"
"Madagascar","2020-04-20","3","-80.00"
"Madagascar","2020-04-27","25","733.33"
"Madagascar","2020-05-04","44","76.00"
"Madagascar","2020-05-11","118","168.18"
"Madagascar","2020-05-18","223","88.98"
"Madagascar","2020-05-25","244","9.42"
"Madagascar","2020-06-01","281","15.16"
"Madagascar","2020-06-08","220","-21.71"
"Madagascar","2020-06-15","324","47.27"
"Madagascar","2020-06-22","482","48.77"
"Madagascar","2020-06-29","863","79.05"
"Madagascar","2020-07-06","1926","123.17"
"Madagascar","2020-07-13","2182","13.29"
"Madagascar","2020-07-20","2246","2.93"
"Madagascar","2020-07-27","395","-82.41"
"Malawi","2020-01-20","0",NULL
"Malawi","2020-01-27","0",NULL
"Malawi","2020-02-03","0",NULL
"Malawi","2020-02-10","0",NULL
"Malawi","2020-02-17","0",NULL
"Malawi","2020-02-24","0",NULL
"Malawi","2020-03-02","0",NULL
"Malawi","2020-03-09","0",NULL
"Malawi","2020-03-16","0",NULL
"Malawi","2020-03-23","0",NULL
"Malawi","2020-03-30","4",NULL
"Malawi","2020-04-06","9","125.00"
"Malawi","2020-04-13","4","-55.56"
"Malawi","2020-04-20","17","325.00"
"Malawi","2020-04-27","5","-70.59"
"Malawi","2020-05-04","17","240.00"
"Malawi","2020-05-11","14","-17.65"
"Malawi","2020-05-18","13","-7.14"
"Malawi","2020-05-25","201","1446.15"
"Malawi","2020-06-01","154","-23.38"
"Malawi","2020-06-08","109","-29.22"
"Malawi","2020-06-15","183","67.89"
"Malawi","2020-06-22","416","127.32"
"Malawi","2020-06-29","467","12.26"
"Malawi","2020-07-06","751","60.81"
"Malawi","2020-07-13","543","-27.70"
"Malawi","2020-07-20","733","34.99"
"Malawi","2020-07-27","24","-96.73"
"Malaysia","2020-01-20","4",NULL
"Malaysia","2020-01-27","4","0.00"
"Malaysia","2020-02-03","8","100.00"
"Malaysia","2020-02-10","6","-25.00"
"Malaysia","2020-02-17","0","-100.00"
"Malaysia","2020-02-24","7",NULL
"Malaysia","2020-03-02","70","900.00"
"Malaysia","2020-03-09","329","370.00"
"Malaysia","2020-03-16","878","166.87"
"Malaysia","2020-03-23","1164","32.57"
"Malaysia","2020-03-30","1192","2.41"
"Malaysia","2020-04-06","1021","-14.35"
"Malaysia","2020-04-13","706","-30.85"
"Malaysia","2020-04-20","391","-44.62"
"Malaysia","2020-04-27","518","32.48"
"Malaysia","2020-05-04","358","-30.89"
"Malaysia","2020-05-11","238","-33.52"
"Malaysia","2020-05-18","351","47.48"
"Malaysia","2020-05-25","574","63.53"
"Malaysia","2020-06-01","503","-12.37"
"Malaysia","2020-06-08","131","-73.96"
"Malaysia","2020-06-15","119","-9.16"
"Malaysia","2020-06-22","62","-47.90"
"Malaysia","2020-06-29","29","-53.23"
"Malaysia","2020-07-06","55","89.66"
"Malaysia","2020-07-13","61","10.91"
"Malaysia","2020-07-20","118","93.44"
"Malaysia","2020-07-27","7","-94.07"
"Maldives","2020-01-20","0",NULL
"Maldives","2020-01-27","0",NULL
"Maldives","2020-02-03","0",NULL
"Maldives","2020-02-10","0",NULL
"Maldives","2020-02-17","0",NULL
"Maldives","2020-02-24","0",NULL
"Maldives","2020-03-02","4",NULL
"Maldives","2020-03-09","9","125.00"
"Maldives","2020-03-16","0","-100.00"
"Maldives","2020-03-23","4",NULL
"Maldives","2020-03-30","2","-50.00"
"Maldives","2020-04-06","1","-50.00"
"Maldives","2020-04-13","32","3100.00"
"Maldives","2020-04-20","162","406.25"
"Maldives","2020-04-27","313","93.21"
"Maldives","2020-05-04","308","-1.60"
"Maldives","2020-05-11","259","-15.91"
"Maldives","2020-05-18","277","6.95"
"Maldives","2020-05-25","402","45.13"
"Maldives","2020-06-01","130","-67.66"
"Maldives","2020-06-08","132","1.54"
"Maldives","2020-06-15","168","27.27"
"Maldives","2020-06-22","121","-27.98"
"Maldives","2020-06-29","144","19.01"
"Maldives","2020-07-06","263","82.64"
"Maldives","2020-07-13","235","-10.65"
"Maldives","2020-07-20","336","42.98"
"Maldives","2020-07-27","67","-80.06"
"Mali","2020-01-20","0",NULL
"Mali","2020-01-27","0",NULL
"Mali","2020-02-03","0",NULL
"Mali","2020-02-10","0",NULL
"Mali","2020-02-17","0",NULL
"Mali","2020-02-24","0",NULL
"Mali","2020-03-02","0",NULL
"Mali","2020-03-09","0",NULL
"Mali","2020-03-16","0",NULL
"Mali","2020-03-23","18",NULL
"Mali","2020-03-30","27","50.00"
"Mali","2020-04-06","60","122.22"
"Mali","2020-04-13","119","98.33"
"Mali","2020-04-20","165","38.66"
"Mali","2020-04-27","174","5.45"
"Mali","2020-05-04","141","-18.97"
"Mali","2020-05-11","156","10.64"
"Mali","2020-05-18","170","8.97"
"Mali","2020-05-25","235","38.24"
"Mali","2020-06-01","268","14.04"
"Mali","2020-06-08","276","2.99"
"Mali","2020-06-15","124","-55.07"
"Mali","2020-06-22","214","72.58"
"Mali","2020-06-29","183","-14.49"
"Mali","2020-07-06","81","-55.74"
"Mali","2020-07-13","64","-20.99"
"Mali","2020-07-20","35","-45.31"
"Mali","2020-07-27","3","-91.43"
"Malta","2020-01-20","0",NULL
"Malta","2020-01-27","0",NULL
"Malta","2020-02-03","0",NULL
"Malta","2020-02-10","0",NULL
"Malta","2020-02-17","0",NULL
"Malta","2020-02-24","0",NULL
"Malta","2020-03-02","3",NULL
"Malta","2020-03-09","18","500.00"
"Malta","2020-03-16","69","283.33"
"Malta","2020-03-23","61","-11.59"
"Malta","2020-03-30","76","24.59"
"Malta","2020-04-06","151","98.68"
"Malta","2020-04-13","49","-67.55"
"Malta","2020-04-20","21","-57.14"
"Malta","2020-04-27","29","38.10"
"Malta","2020-05-04","19","-34.48"
"Malta","2020-05-11","57","200.00"
"Malta","2020-05-18","57","0.00"
"Malta","2020-05-25","8","-85.96"
"Malta","2020-06-01","11","37.50"
"Malta","2020-06-08","20","81.82"
"Malta","2020-06-15","16","-20.00"
"Malta","2020-06-22","5","-68.75"
"Malta","2020-06-29","2","-60.00"
"Malta","2020-07-06","2","0.00"
"Malta","2020-07-13","3","50.00"
"Malta","2020-07-20","23","666.67"
"Malta","2020-07-27","1","-95.65"
"Mauritania","2020-01-20","0",NULL
"Mauritania","2020-01-27","0",NULL
"Mauritania","2020-02-03","0",NULL
"Mauritania","2020-02-10","0",NULL
"Mauritania","2020-02-17","0",NULL
"Mauritania","2020-02-24","0",NULL
"Mauritania","2020-03-02","0",NULL
"Mauritania","2020-03-09","1",NULL
"Mauritania","2020-03-16","1","0.00"
"Mauritania","2020-03-23","3","200.00"
"Mauritania","2020-03-30","1","-66.67"
"Mauritania","2020-04-06","1","0.00"
"Mauritania","2020-04-13","0","-100.00"
"Mauritania","2020-04-20","0",NULL
"Mauritania","2020-04-27","1",NULL
"Mauritania","2020-05-04","0","-100.00"
"Mauritania","2020-05-11","54",NULL
"Mauritania","2020-05-18","175","224.07"
"Mauritania","2020-05-25","293","67.43"
"Mauritania","2020-06-01","519","77.13"
"Mauritania","2020-06-08","734","41.43"
"Mauritania","2020-06-15","1201","63.62"
"Mauritania","2020-06-22","1165","-3.00"
"Mauritania","2020-06-29","730","-37.34"
"Mauritania","2020-07-06","476","-34.79"
"Mauritania","2020-07-13","518","8.82"
"Mauritania","2020-07-20","298","-42.47"
"Mauritania","2020-07-27","37","-87.58"
"Mauritius","2020-01-20","0",NULL
"Mauritius","2020-01-27","0",NULL
"Mauritius","2020-02-03","0",NULL
"Mauritius","2020-02-10","0",NULL
"Mauritius","2020-02-17","0",NULL
"Mauritius","2020-02-24","0",NULL
"Mauritius","2020-03-02","0",NULL
"Mauritius","2020-03-09","0",NULL
"Mauritius","2020-03-16","28",NULL
"Mauritius","2020-03-23","79","182.14"
"Mauritius","2020-03-30","120","51.90"
"Mauritius","2020-04-06","97","-19.17"
"Mauritius","2020-04-13","4","-95.88"
"Mauritius","2020-04-20","4","0.00"
"Mauritius","2020-04-27","2","-50.00"
"Mauritius","2020-05-04","0","-100.00"
"Mauritius","2020-05-11","0",NULL
"Mauritius","2020-05-18","2",NULL
"Mauritius","2020-05-25","1","-50.00"
"Mauritius","2020-06-01","2","100.00"
"Mauritius","2020-06-08","0","-100.00"
"Mauritius","2020-06-15","0",NULL
"Mauritius","2020-06-22","4",NULL
"Mauritius","2020-06-29","0","-100.00"
"Mauritius","2020-07-06","1",NULL
"Mauritius","2020-07-13","1","0.00"
"Mauritius","2020-07-20","1","0.00"
"Mauritius","2020-07-27","0","-100.00"
"Mexico","2020-01-20","0",NULL
"Mexico","2020-01-27","0",NULL
"Mexico","2020-02-03","0",NULL
"Mexico","2020-02-10","0",NULL
"Mexico","2020-02-17","0",NULL
"Mexico","2020-02-24","5",NULL
"Mexico","2020-03-02","2","-60.00"
"Mexico","2020-03-09","46","2200.00"
"Mexico","2020-03-16","263","471.74"
"Mexico","2020-03-23","677","157.41"
"Mexico","2020-03-30","1150","69.87"
"Mexico","2020-04-06","2518","118.96"
"Mexico","2020-04-13","3600","42.97"
"Mexico","2020-04-20","6416","78.22"
"Mexico","2020-04-27","8794","37.06"
"Mexico","2020-05-04","11551","31.35"
"Mexico","2020-05-11","14197","22.91"
"Mexico","2020-05-18","19401","36.66"
"Mexico","2020-05-25","22044","13.62"
"Mexico","2020-06-01","26439","19.94"
"Mexico","2020-06-08","29734","12.46"
"Mexico","2020-06-15","33708","13.37"
"Mexico","2020-06-22","36307","7.71"
"Mexico","2020-06-29","39996","10.16"
"Mexico","2020-07-06","42902","7.27"
"Mexico","2020-07-13","44474","3.66"
"Mexico","2020-07-20","46292","4.09"
"Mexico","2020-07-27","4973","-89.26"
"Moldova","2020-01-20","0",NULL
"Moldova","2020-01-27","0",NULL
"Moldova","2020-02-03","0",NULL
"Moldova","2020-02-10","0",NULL
"Moldova","2020-02-17","0",NULL
"Moldova","2020-02-24","0",NULL
"Moldova","2020-03-02","1",NULL
"Moldova","2020-03-09","22","2100.00"
"Moldova","2020-03-16","71","222.73"
"Moldova","2020-03-23","169","138.03"
"Moldova","2020-03-30","601","255.62"
"Moldova","2020-04-06","798","32.78"
"Moldova","2020-04-13","810","1.50"
"Moldova","2020-04-20","936","15.56"
"Moldova","2020-04-27","713","-23.82"
"Moldova","2020-05-04","806","13.04"
"Moldova","2020-05-11","1133","40.57"
"Moldova","2020-05-18","1033","-8.83"
"Moldova","2020-05-25","1158","12.10"
"Moldova","2020-06-01","1449","25.13"
"Moldova","2020-06-08","2040","40.79"
"Moldova","2020-06-15","2460","20.59"
"Moldova","2020-06-22","2050","-16.67"
"Moldova","2020-06-29","1564","-23.71"
"Moldova","2020-07-06","1568","0.26"
"Moldova","2020-07-13","1598","1.91"
"Moldova","2020-07-20","2054","28.54"
"Moldova","2020-07-27","120","-94.16"
"Monaco","2020-01-20","0",NULL
"Monaco","2020-01-27","0",NULL
"Monaco","2020-02-03","0",NULL
"Monaco","2020-02-10","0",NULL
"Monaco","2020-02-17","0",NULL
"Monaco","2020-02-24","1",NULL
"Monaco","2020-03-02","0","-100.00"
"Monaco","2020-03-09","1",NULL
"Monaco","2020-03-16","21","2000.00"
"Monaco","2020-03-23","23","9.52"
"Monaco","2020-03-30","27","17.39"
"Monaco","2020-04-06","20","-25.93"
"Monaco","2020-04-13","1","-95.00"
"Monaco","2020-04-20","0","-100.00"
"Monaco","2020-04-27","1",NULL
"Monaco","2020-05-04","1","0.00"
"Monaco","2020-05-11","0","-100.00"
"Monaco","2020-05-18","2",NULL
"Monaco","2020-05-25","1","-50.00"
"Monaco","2020-06-01","0","-100.00"
"Monaco","2020-06-08","0",NULL
"Monaco","2020-06-15","1",NULL
"Monaco","2020-06-22","3","200.00"
"Monaco","2020-06-29","5","66.67"
"Monaco","2020-07-06","1","-80.00"
"Monaco","2020-07-13","0","-100.00"
"Monaco","2020-07-20","7",NULL
"Monaco","2020-07-27","0","-100.00"
"Mongolia","2020-01-20","0",NULL
"Mongolia","2020-01-27","0",NULL
"Mongolia","2020-02-03","0",NULL
"Mongolia","2020-02-10","0",NULL
"Mongolia","2020-02-17","0",NULL
"Mongolia","2020-02-24","0",NULL
"Mongolia","2020-03-02","0",NULL
"Mongolia","2020-03-09","1",NULL
"Mongolia","2020-03-16","9","800.00"
"Mongolia","2020-03-23","2","-77.78"
"Mongolia","2020-03-30","2","0.00"
"Mongolia","2020-04-06","2","0.00"
"Mongolia","2020-04-13","16","700.00"
"Mongolia","2020-04-20","6","-62.50"
"Mongolia","2020-04-27","1","-83.33"
"Mongolia","2020-05-04","3","200.00"
"Mongolia","2020-05-11","94","3033.33"
"Mongolia","2020-05-18","5","-94.68"
"Mongolia","2020-05-25","38","660.00"
"Mongolia","2020-06-01","14","-63.16"
"Mongolia","2020-06-08","4","-71.43"
"Mongolia","2020-06-15","16","300.00"
"Mongolia","2020-06-22","7","-56.25"
"Mongolia","2020-06-29","0","-100.00"
"Mongolia","2020-07-06","10",NULL
"Mongolia","2020-07-13","57","470.00"
"Mongolia","2020-07-20","1","-98.25"
"Mongolia","2020-07-27","1","0.00"
"Montenegro","2020-01-20","0",NULL
"Montenegro","2020-01-27","0",NULL
"Montenegro","2020-02-03","0",NULL
"Montenegro","2020-02-10","0",NULL
"Montenegro","2020-02-17","0",NULL
"Montenegro","2020-02-24","0",NULL
"Montenegro","2020-03-02","0",NULL
"Montenegro","2020-03-09","0",NULL
"Montenegro","2020-03-16","21",NULL
"Montenegro","2020-03-23","64","204.76"
"Montenegro","2020-03-30","129","101.56"
"Montenegro","2020-04-06","58","-55.04"
"Montenegro","2020-04-13","36","-37.93"
"Montenegro","2020-04-20","13","-63.89"
"Montenegro","2020-04-27","1","-92.31"
"Montenegro","2020-05-04","2","100.00"
"Montenegro","2020-05-11","0","-100.00"
"Montenegro","2020-05-18","0",NULL
"Montenegro","2020-05-25","0",NULL
"Montenegro","2020-06-01","0",NULL
"Montenegro","2020-06-08","1",NULL
"Montenegro","2020-06-15","37","3600.00"
"Montenegro","2020-06-22","119","221.62"
"Montenegro","2020-06-29","300","152.10"
"Montenegro","2020-07-06","440","46.67"
"Montenegro","2020-07-13","967","119.77"
"Montenegro","2020-07-20","611","-36.81"
"Montenegro","2020-07-27","94","-84.62"
"Morocco","2020-01-20","0",NULL
"Morocco","2020-01-27","0",NULL
"Morocco","2020-02-03","0",NULL
"Morocco","2020-02-10","0",NULL
"Morocco","2020-02-17","0",NULL
"Morocco","2020-02-24","0",NULL
"Morocco","2020-03-02","2",NULL
"Morocco","2020-03-09","26","1200.00"
"Morocco","2020-03-16","87","234.62"
"Morocco","2020-03-23","364","318.39"
"Morocco","2020-03-30","542","48.90"
"Morocco","2020-04-06","640","18.08"
"Morocco","2020-04-13","1194","86.56"
"Morocco","2020-04-20","1210","1.34"
"Morocco","2020-04-27","838","-30.74"
"Morocco","2020-05-04","1160","38.42"
"Morocco","2020-05-11","807","-30.43"
"Morocco","2020-05-18","563","-30.24"
"Morocco","2020-05-25","374","-33.57"
"Morocco","2020-06-01","417","11.50"
"Morocco","2020-06-08","569","36.45"
"Morocco","2020-06-15","1184","108.08"
"Morocco","2020-06-22","2075","75.25"
"Morocco","2020-06-29","2163","4.24"
"Morocco","2020-07-06","1530","-29.26"
"Morocco","2020-07-13","1491","-2.55"
"Morocco","2020-07-20","3042","104.02"
"Morocco","2020-07-27","609","-79.98"
"Mozambique","2020-01-20","0",NULL
"Mozambique","2020-01-27","0",NULL
"Mozambique","2020-02-03","0",NULL
"Mozambique","2020-02-10","0",NULL
"Mozambique","2020-02-17","0",NULL
"Mozambique","2020-02-24","0",NULL
"Mozambique","2020-03-02","0",NULL
"Mozambique","2020-03-09","0",NULL
"Mozambique","2020-03-16","1",NULL
"Mozambique","2020-03-23","7","600.00"
"Mozambique","2020-03-30","2","-71.43"
"Mozambique","2020-04-06","11","450.00"
"Mozambique","2020-04-13","18","63.64"
"Mozambique","2020-04-20","37","105.56"
"Mozambique","2020-04-27","4","-89.19"
"Mozambique","2020-05-04","11","175.00"
"Mozambique","2020-05-11","46","318.18"
"Mozambique","2020-05-18","57","23.91"
"Mozambique","2020-05-25","60","5.26"
"Mozambique","2020-06-01","170","183.33"
"Mozambique","2020-06-08","159","-6.47"
"Mozambique","2020-06-15","150","-5.66"
"Mozambique","2020-06-22","126","-16.00"
"Mozambique","2020-06-29","128","1.59"
"Mozambique","2020-07-06","170","32.81"
"Mozambique","2020-07-13","334","96.47"
"Mozambique","2020-07-20","178","-46.71"
"Mozambique","2020-07-27","32","-82.02"
"Namibia","2020-01-20","0",NULL
"Namibia","2020-01-27","0",NULL
"Namibia","2020-02-03","0",NULL
"Namibia","2020-02-10","0",NULL
"Namibia","2020-02-17","0",NULL
"Namibia","2020-02-24","0",NULL
"Namibia","2020-03-02","0",NULL
"Namibia","2020-03-09","2",NULL
"Namibia","2020-03-16","1","-50.00"
"Namibia","2020-03-23","8","700.00"
"Namibia","2020-03-30","5","-37.50"
"Namibia","2020-04-06","0","-100.00"
"Namibia","2020-04-13","0",NULL
"Namibia","2020-04-20","0",NULL
"Namibia","2020-04-27","0",NULL
"Namibia","2020-05-04","0",NULL
"Namibia","2020-05-11","0",NULL
"Namibia","2020-05-18","5",NULL
"Namibia","2020-05-25","3","-40.00"
"Namibia","2020-06-01","5","66.67"
"Namibia","2020-06-08","3","-40.00"
"Namibia","2020-06-15","23","666.67"
"Namibia","2020-06-22","128","456.52"
"Namibia","2020-06-29","229","78.91"
"Namibia","2020-07-06","373","62.88"
"Namibia","2020-07-13","462","23.86"
"Namibia","2020-07-20","528","14.29"
"Namibia","2020-07-27","68","-87.12"
"Nepal","2020-01-20","1",NULL
"Nepal","2020-01-27","0","-100.00"
"Nepal","2020-02-03","0",NULL
"Nepal","2020-02-10","0",NULL
"Nepal","2020-02-17","0",NULL
"Nepal","2020-02-24","0",NULL
"Nepal","2020-03-02","0",NULL
"Nepal","2020-03-09","0",NULL
"Nepal","2020-03-16","0",NULL
"Nepal","2020-03-23","4",NULL
"Nepal","2020-03-30","4","0.00"
"Nepal","2020-04-06","3","-25.00"
"Nepal","2020-04-13","19","533.33"
"Nepal","2020-04-20","21","10.53"
"Nepal","2020-04-27","23","9.52"
"Nepal","2020-05-04","35","52.17"
"Nepal","2020-05-11","186","431.43"
"Nepal","2020-05-18","308","65.59"
"Nepal","2020-05-25","969","214.61"
"Nepal","2020-06-01","1876","93.60"
"Nepal","2020-06-08","2312","23.24"
"Nepal","2020-06-15","3266","41.26"
"Nepal","2020-06-22","3746","14.70"
"Nepal","2020-06-29","3012","-19.59"
"Nepal","2020-07-06","1017","-66.24"
"Nepal","2020-07-13","857","-15.73"
"Nepal","2020-07-20","955","11.44"
"Nepal","2020-07-27","139","-85.45"
"Netherlands","2020-01-20","0",NULL
"Netherlands","2020-01-27","0",NULL
"Netherlands","2020-02-03","0",NULL
"Netherlands","2020-02-10","0",NULL
"Netherlands","2020-02-17","0",NULL
