"country_region","semana","mortes_semana","crescimento_pct_wow"
"Czechia","2020-04-20","34","-29.17"
"Czechia","2020-04-27","28","-17.65"
"Czechia","2020-05-04","32","14.29"
"Czechia","2020-05-11","18","-43.75"
"Czechia","2020-05-18","17","-5.56"
"Czechia","2020-05-25","5","-70.59"
"Czechia","2020-06-01","7","40.00"
"Czechia","2020-06-08","2","-71.43"
"Czechia","2020-06-15","7","250.00"
"Czechia","2020-06-22","12","71.43"
"Czechia","2020-06-29","0","-100.00"
"Czechia","2020-07-06","4",NULL
"Czechia","2020-07-13","7","75.00"
"Czechia","2020-07-20","12","71.43"
"Czechia","2020-07-27","2","-83.33"
"Denmark","2020-01-20","0",NULL
"Denmark","2020-01-27","0",NULL
"Denmark","2020-02-03","0",NULL
"Denmark","2020-02-10","0",NULL
"Denmark","2020-02-17","0",NULL
"Denmark","2020-02-24","0",NULL
"Denmark","2020-03-02","0",NULL
"Denmark","2020-03-09","2",NULL
"Denmark","2020-03-16","11","450.00"
"Denmark","2020-03-23","59","436.36"
"Denmark","2020-03-30","107","81.36"
"Denmark","2020-04-06","94","-12.15"
"Denmark","2020-04-13","82","-12.77"
"Denmark","2020-04-20","67","-18.29"
"Denmark","2020-04-27","62","-7.46"
"Denmark","2020-05-04","45","-27.42"
"Denmark","2020-05-11","18","-60.00"
"Denmark","2020-05-18","15","-16.67"
"Denmark","2020-05-25","12","-20.00"
"Denmark","2020-06-01","15","25.00"
"Denmark","2020-06-08","8","-46.67"
"Denmark","2020-06-15","3","-62.50"
"Denmark","2020-06-22","4","33.33"
"Denmark","2020-06-29","2","-50.00"
"Denmark","2020-07-06","3","50.00"
"Denmark","2020-07-13","2","-33.33"
"Denmark","2020-07-20","2","0.00"
"Denmark","2020-07-27","0","-100.00"
"Djibouti","2020-01-20","0",NULL
"Djibouti","2020-01-27","0",NULL
"Djibouti","2020-02-03","0",NULL
"Djibouti","2020-02-10","0",NULL
"Djibouti","2020-02-17","0",NULL
"Djibouti","2020-02-24","0",NULL
"Djibouti","2020-03-02","0",NULL
"Djibouti","2020-03-09","0",NULL
"Djibouti","2020-03-16","0",NULL
"Djibouti","2020-03-23","0",NULL
"Djibouti","2020-03-30","0",NULL
"Djibouti","2020-04-06","2",NULL
"Djibouti","2020-04-13","0","-100.00"
"Djibouti","2020-04-20","0",NULL
"Djibouti","2020-04-27","0",NULL
"Djibouti","2020-05-04","1",NULL
"Djibouti","2020-05-11","1","0.00"
"Djibouti","2020-05-18","6","500.00"
"Djibouti","2020-05-25","14","133.33"
"Djibouti","2020-06-01","4","-71.43"
"Djibouti","2020-06-08","15","275.00"
"Djibouti","2020-06-15","2","-86.67"
"Djibouti","2020-06-22","7","250.00"
"Djibouti","2020-06-29","3","-57.14"
"Djibouti","2020-07-06","1","-66.67"
"Djibouti","2020-07-13","0","-100.00"
"Djibouti","2020-07-20","2",NULL
"Djibouti","2020-07-27","0","-100.00"
"Dominica","2020-01-20","0",NULL
"Dominica","2020-01-27","0",NULL
"Dominica","2020-02-03","0",NULL
"Dominica","2020-02-10","0",NULL
"Dominica","2020-02-17","0",NULL
"Dominica","2020-02-24","0",NULL
"Dominica","2020-03-02","0",NULL
"Dominica","2020-03-09","0",NULL
"Dominica","2020-03-16","0",NULL
"Dominica","2020-03-23","0",NULL
"Dominica","2020-03-30","0",NULL
"Dominica","2020-04-06","0",NULL
"Dominica","2020-04-13","0",NULL
"Dominica","2020-04-20","0",NULL
"Dominica","2020-04-27","0",NULL
"Dominica","2020-05-04","0",NULL
"Dominica","2020-05-11","0",NULL
"Dominica","2020-05-18","0",NULL
"Dominica","2020-05-25","0",NULL
"Dominica","2020-06-01","0",NULL
"Dominica","2020-06-08","0",NULL
"Dominica","2020-06-15","0",NULL
"Dominica","2020-06-22","0",NULL
"Dominica","2020-06-29","0",NULL
"Dominica","2020-07-06","0",NULL
"Dominica","2020-07-13","0",NULL
"Dominica","2020-07-20","0",NULL
"Dominica","2020-07-27","0",NULL
"Dominican Republic","2020-01-20","0",NULL
"Dominican Republic","2020-01-27","0",NULL
"Dominican Republic","2020-02-03","0",NULL
"Dominican Republic","2020-02-10","0",NULL
"Dominican Republic","2020-02-17","0",NULL
"Dominican Republic","2020-02-24","0",NULL
"Dominican Republic","2020-03-02","0",NULL
"Dominican Republic","2020-03-09","0",NULL
"Dominican Republic","2020-03-16","3",NULL
"Dominican Republic","2020-03-23","36","1100.00"
"Dominican Republic","2020-03-30","43","19.44"
"Dominican Republic","2020-04-06","91","111.63"
"Dominican Republic","2020-04-13","53","-41.76"
"Dominican Republic","2020-04-20","52","-1.89"
"Dominican Republic","2020-04-27","55","5.77"
"Dominican Republic","2020-05-04","55","0.00"
"Dominican Republic","2020-05-11","40","-27.27"
"Dominican Republic","2020-05-18","30","-25.00"
"Dominican Republic","2020-05-25","44","46.67"
"Dominican Republic","2020-06-01","36","-18.18"
"Dominican Republic","2020-06-08","54","50.00"
"Dominican Republic","2020-06-15","70","29.63"
"Dominican Republic","2020-06-22","64","-8.57"
"Dominican Republic","2020-06-29","68","6.25"
"Dominican Republic","2020-07-06","103","51.47"
"Dominican Republic","2020-07-13","84","-18.45"
"Dominican Republic","2020-07-20","82","-2.38"
"Dominican Republic","2020-07-27","20","-75.61"
"Ecuador","2020-01-20","0",NULL
"Ecuador","2020-01-27","0",NULL
"Ecuador","2020-02-03","0",NULL
"Ecuador","2020-02-10","0",NULL
"Ecuador","2020-02-17","0",NULL
"Ecuador","2020-02-24","0",NULL
"Ecuador","2020-03-02","0",NULL
"Ecuador","2020-03-09","2",NULL
"Ecuador","2020-03-16","12","500.00"
"Ecuador","2020-03-23","44","266.67"
"Ecuador","2020-03-30","122","177.27"
"Ecuador","2020-04-06","153","25.41"
"Ecuador","2020-04-13","141","-7.84"
"Ecuador","2020-04-20","102","-27.66"
"Ecuador","2020-04-27","988","868.63"
"Ecuador","2020-05-04","563","-43.02"
"Ecuador","2020-05-11","609","8.17"
"Ecuador","2020-05-18","372","-38.92"
"Ecuador","2020-05-25","250","-32.80"
"Ecuador","2020-06-01","263","5.20"
"Ecuador","2020-06-08","275","4.56"
"Ecuador","2020-06-15","327","18.91"
"Ecuador","2020-06-22","206","-37.00"
"Ecuador","2020-06-29","352","70.87"
"Ecuador","2020-07-06","266","-24.43"
"Ecuador","2020-07-13","266","0.00"
"Ecuador","2020-07-20","202","-24.06"
"Ecuador","2020-07-27","17","-91.58"
"Egypt","2020-01-20","0",NULL
"Egypt","2020-01-27","0",NULL
"Egypt","2020-02-03","0",NULL
"Egypt","2020-02-10","0",NULL
"Egypt","2020-02-17","0",NULL
"Egypt","2020-02-24","0",NULL
"Egypt","2020-03-02","1",NULL
"Egypt","2020-03-09","1","0.00"
"Egypt","2020-03-16","12","1100.00"
"Egypt","2020-03-23","26","116.67"
"Egypt","2020-03-30","38","46.15"
"Egypt","2020-04-06","81","113.16"
"Egypt","2020-04-13","80","-1.23"
"Egypt","2020-04-20","78","-2.50"
"Egypt","2020-04-27","112","43.59"
"Egypt","2020-05-04","96","-14.29"
"Egypt","2020-05-11","105","9.38"
"Egypt","2020-05-18","134","27.62"
"Egypt","2020-05-25","195","45.52"
"Egypt","2020-06-01","278","42.56"
"Egypt","2020-06-08","338","21.58"
"Egypt","2020-06-15","618","82.84"
"Egypt","2020-06-22","596","-3.56"
"Egypt","2020-06-29","554","-7.05"
"Egypt","2020-07-06","515","-7.04"
"Egypt","2020-07-13","444","-13.79"
"Egypt","2020-07-20","304","-31.53"
"Egypt","2020-07-27","46","-84.87"
"El Salvador","2020-01-20","0",NULL
"El Salvador","2020-01-27","0",NULL
"El Salvador","2020-02-03","0",NULL
"El Salvador","2020-02-10","0",NULL
"El Salvador","2020-02-17","0",NULL
"El Salvador","2020-02-24","0",NULL
"El Salvador","2020-03-02","0",NULL
"El Salvador","2020-03-09","0",NULL
"El Salvador","2020-03-16","0",NULL
"El Salvador","2020-03-23","0",NULL
"El Salvador","2020-03-30","3",NULL
"El Salvador","2020-04-06","3","0.00"
"El Salvador","2020-04-13","1","-66.67"
"El Salvador","2020-04-20","1","0.00"
"El Salvador","2020-04-27","3","200.00"
"El Salvador","2020-05-04","6","100.00"
"El Salvador","2020-05-11","13","116.67"
"El Salvador","2020-05-18","5","-61.54"
"El Salvador","2020-05-25","11","120.00"
"El Salvador","2020-06-01","7","-36.36"
"El Salvador","2020-06-08","21","200.00"
"El Salvador","2020-06-15","24","14.29"
"El Salvador","2020-06-22","54","125.00"
"El Salvador","2020-06-29","65","20.37"
"El Salvador","2020-07-06","43","-33.85"
"El Salvador","2020-07-13","75","74.42"
"El Salvador","2020-07-20","65","-13.33"
"El Salvador","2020-07-27","8","-87.69"
"Equatorial Guinea","2020-01-20","0",NULL
"Equatorial Guinea","2020-01-27","0",NULL
"Equatorial Guinea","2020-02-03","0",NULL
"Equatorial Guinea","2020-02-10","0",NULL
"Equatorial Guinea","2020-02-17","0",NULL
"Equatorial Guinea","2020-02-24","0",NULL
"Equatorial Guinea","2020-03-02","0",NULL
"Equatorial Guinea","2020-03-09","0",NULL
"Equatorial Guinea","2020-03-16","0",NULL
"Equatorial Guinea","2020-03-23","0",NULL
"Equatorial Guinea","2020-03-30","0",NULL
"Equatorial Guinea","2020-04-06","0",NULL
"Equatorial Guinea","2020-04-13","0",NULL
"Equatorial Guinea","2020-04-20","1",NULL
"Equatorial Guinea","2020-04-27","0","-100.00"
"Equatorial Guinea","2020-05-04","3",NULL
"Equatorial Guinea","2020-05-11","3","0.00"
"Equatorial Guinea","2020-05-18","4","33.33"
"Equatorial Guinea","2020-05-25","1","-75.00"
"Equatorial Guinea","2020-06-01","0","-100.00"
"Equatorial Guinea","2020-06-08","0",NULL
"Equatorial Guinea","2020-06-15","20",NULL
"Equatorial Guinea","2020-06-22","0","-100.00"
"Equatorial Guinea","2020-06-29","19",NULL
"Equatorial Guinea","2020-07-06","0","-100.00"
"Equatorial Guinea","2020-07-13","0",NULL
"Equatorial Guinea","2020-07-20","0",NULL
"Equatorial Guinea","2020-07-27","0",NULL
"Eritrea","2020-01-20","0",NULL
"Eritrea","2020-01-27","0",NULL
"Eritrea","2020-02-03","0",NULL
"Eritrea","2020-02-10","0",NULL
"Eritrea","2020-02-17","0",NULL
"Eritrea","2020-02-24","0",NULL
"Eritrea","2020-03-02","0",NULL
"Eritrea","2020-03-09","0",NULL
"Eritrea","2020-03-16","0",NULL
"Eritrea","2020-03-23","0",NULL
"Eritrea","2020-03-30","0",NULL
"Eritrea","2020-04-06","0",NULL
"Eritrea","2020-04-13","0",NULL
"Eritrea","2020-04-20","0",NULL
"Eritrea","2020-04-27","0",NULL
"Eritrea","2020-05-04","0",NULL
"Eritrea","2020-05-11","0",NULL
"Eritrea","2020-05-18","0",NULL
"Eritrea","2020-05-25","0",NULL
"Eritrea","2020-06-01","0",NULL
"Eritrea","2020-06-08","0",NULL
"Eritrea","2020-06-15","0",NULL
"Eritrea","2020-06-22","0",NULL
"Eritrea","2020-06-29","0",NULL
"Eritrea","2020-07-06","0",NULL
"Eritrea","2020-07-13","0",NULL
"Eritrea","2020-07-20","0",NULL
"Eritrea","2020-07-27","0",NULL
"Estonia","2020-01-20","0",NULL
"Estonia","2020-01-27","0",NULL
"Estonia","2020-02-03","0",NULL
"Estonia","2020-02-10","0",NULL
"Estonia","2020-02-17","0",NULL
"Estonia","2020-02-24","0",NULL
"Estonia","2020-03-02","0",NULL
"Estonia","2020-03-09","0",NULL
"Estonia","2020-03-16","0",NULL
"Estonia","2020-03-23","3",NULL
"Estonia","2020-03-30","12","300.00"
"Estonia","2020-04-06","10","-16.67"
"Estonia","2020-04-13","15","50.00"
"Estonia","2020-04-20","9","-40.00"
"Estonia","2020-04-27","6","-33.33"
"Estonia","2020-05-04","5","-16.67"
"Estonia","2020-05-11","3","-40.00"
"Estonia","2020-05-18","1","-66.67"
"Estonia","2020-05-25","4","300.00"
"Estonia","2020-06-01","1","-75.00"
"Estonia","2020-06-08","0","-100.00"
"Estonia","2020-06-15","0",NULL
"Estonia","2020-06-22","0",NULL
"Estonia","2020-06-29","0",NULL
"Estonia","2020-07-06","0",NULL
"Estonia","2020-07-13","0",NULL
"Estonia","2020-07-20","0",NULL
"Estonia","2020-07-27","0",NULL
"Eswatini","2020-01-20","0",NULL
"Eswatini","2020-01-27","0",NULL
"Eswatini","2020-02-03","0",NULL
"Eswatini","2020-02-10","0",NULL
"Eswatini","2020-02-17","0",NULL
"Eswatini","2020-02-24","0",NULL
"Eswatini","2020-03-02","0",NULL
"Eswatini","2020-03-09","0",NULL
"Eswatini","2020-03-16","0",NULL
"Eswatini","2020-03-23","0",NULL
"Eswatini","2020-03-30","0",NULL
"Eswatini","2020-04-06","0",NULL
"Eswatini","2020-04-13","1",NULL
"Eswatini","2020-04-20","0","-100.00"
"Eswatini","2020-04-27","0",NULL
"Eswatini","2020-05-04","1",NULL
"Eswatini","2020-05-11","0","-100.00"
"Eswatini","2020-05-18","0",NULL
"Eswatini","2020-05-25","0",NULL
"Eswatini","2020-06-01","1",NULL
"Eswatini","2020-06-08","1","0.00"
"Eswatini","2020-06-15","1","0.00"
"Eswatini","2020-06-22","6","500.00"
"Eswatini","2020-06-29","2","-66.67"
"Eswatini","2020-07-06","7","250.00"
"Eswatini","2020-07-13","1","-85.71"
"Eswatini","2020-07-20","11","1000.00"
"Eswatini","2020-07-27","2","-81.82"
"Ethiopia","2020-01-20","0",NULL
"Ethiopia","2020-01-27","0",NULL
"Ethiopia","2020-02-03","0",NULL
"Ethiopia","2020-02-10","0",NULL
"Ethiopia","2020-02-17","0",NULL
"Ethiopia","2020-02-24","0",NULL
"Ethiopia","2020-03-02","0",NULL
"Ethiopia","2020-03-09","0",NULL
"Ethiopia","2020-03-16","0",NULL
"Ethiopia","2020-03-23","0",NULL
"Ethiopia","2020-03-30","2",NULL
"Ethiopia","2020-04-06","1","-50.00"
"Ethiopia","2020-04-13","0","-100.00"
"Ethiopia","2020-04-20","0",NULL
"Ethiopia","2020-04-27","0",NULL
"Ethiopia","2020-05-04","2",NULL
"Ethiopia","2020-05-11","0","-100.00"
"Ethiopia","2020-05-18","0",NULL
"Ethiopia","2020-05-25","6",NULL
"Ethiopia","2020-06-01","16","166.67"
"Ethiopia","2020-06-08","30","87.50"
"Ethiopia","2020-06-15","17","-43.33"
"Ethiopia","2020-06-22","24","41.18"
"Ethiopia","2020-06-29","5","-79.17"
"Ethiopia","2020-07-06","24","380.00"
"Ethiopia","2020-07-13","40","66.67"
"Ethiopia","2020-07-20","56","40.00"
"Ethiopia","2020-07-27","5","-91.07"
"Fiji","2020-01-20","0",NULL
"Fiji","2020-01-27","0",NULL
"Fiji","2020-02-03","0",NULL
"Fiji","2020-02-10","0",NULL
"Fiji","2020-02-17","0",NULL
"Fiji","2020-02-24","0",NULL
"Fiji","2020-03-02","0",NULL
"Fiji","2020-03-09","0",NULL
"Fiji","2020-03-16","0",NULL
"Fiji","2020-03-23","0",NULL
"Fiji","2020-03-30","0",NULL
"Fiji","2020-04-06","0",NULL
"Fiji","2020-04-13","0",NULL
"Fiji","2020-04-20","0",NULL
"Fiji","2020-04-27","0",NULL
"Fiji","2020-05-04","0",NULL
"Fiji","2020-05-11","0",NULL
"Fiji","2020-05-18","0",NULL
"Fiji","2020-05-25","0",NULL
"Fiji","2020-06-01","0",NULL
"Fiji","2020-06-08","0",NULL
"Fiji","2020-06-15","0",NULL
"Fiji","2020-06-22","0",NULL
"Fiji","2020-06-29","0",NULL
"Fiji","2020-07-06","0",NULL
"Fiji","2020-07-13","0",NULL
"Fiji","2020-07-20","0",NULL
"Fiji","2020-07-27","0",NULL
"Finland","2020-01-20","0",NULL
"Finland","2020-01-27","0",NULL
"Finland","2020-02-03","0",NULL
"Finland","2020-02-10","0",NULL
"Finland","2020-02-17","0",NULL
"Finland","2020-02-24","0",NULL
"Finland","2020-03-02","0",NULL
"Finland","2020-03-09","0",NULL
"Finland","2020-03-16","1",NULL
"Finland","2020-03-23","10","900.00"
"Finland","2020-03-30","17","70.00"
"Finland","2020-04-06","28","64.71"
"Finland","2020-04-13","38","35.71"
"Finland","2020-04-20","96","152.63"
"Finland","2020-04-27","40","-58.33"
"Finland","2020-05-04","37","-7.50"
"Finland","2020-05-11","31","-16.22"
"Finland","2020-05-18","9","-70.97"
"Finland","2020-05-25","13","44.44"
"Finland","2020-06-01","3","-76.92"
"Finland","2020-06-08","3","0.00"
"Finland","2020-06-15","0","-100.00"
"Finland","2020-06-22","2",NULL
"Finland","2020-06-29","1","-50.00"
"Finland","2020-07-06","0","-100.00"
"Finland","2020-07-13","-1",NULL
"Finland","2020-07-20","1","-200.00"
"Finland","2020-07-27","0","-100.00"
"France","2020-01-20","0",NULL
"France","2020-01-27","0",NULL
"France","2020-02-03","0",NULL
"France","2020-02-10","1",NULL
"France","2020-02-17","0","-100.00"
"France","2020-02-24","1",NULL
"France","2020-03-02","17","1600.00"
"France","2020-03-09","72","323.53"
"France","2020-03-16","585","712.50"
"France","2020-03-23","1935","230.77"
"France","2020-03-30","5482","183.31"
"France","2020-04-06","6319","15.27"
"France","2020-04-13","5308","-16.00"
"France","2020-04-20","3139","-40.86"
"France","2020-04-27","2041","-34.98"
"France","2020-05-04","1483","-27.34"
"France","2020-05-11","1728","16.52"
"France","2020-05-18","259","-85.01"
"France","2020-05-25","435","67.95"
"France","2020-06-01","353","-18.85"
"France","2020-06-08","252","-28.61"
"France","2020-06-15","233","-7.54"
"France","2020-06-22","138","-40.77"
"France","2020-06-29","115","-16.67"
"France","2020-07-06","111","-3.48"
"France","2020-07-13","148","33.33"
"France","2020-07-20","40","-72.97"
"France","2020-07-27","17","-57.50"
"Gabon","2020-01-20","0",NULL
"Gabon","2020-01-27","0",NULL
"Gabon","2020-02-03","0",NULL
"Gabon","2020-02-10","0",NULL
"Gabon","2020-02-17","0",NULL
"Gabon","2020-02-24","0",NULL
"Gabon","2020-03-02","0",NULL
"Gabon","2020-03-09","0",NULL
"Gabon","2020-03-16","1",NULL
"Gabon","2020-03-23","0","-100.00"
"Gabon","2020-03-30","0",NULL
"Gabon","2020-04-06","0",NULL
"Gabon","2020-04-13","0",NULL
"Gabon","2020-04-20","2",NULL
"Gabon","2020-04-27","2","0.00"
"Gabon","2020-05-04","3","50.00"
"Gabon","2020-05-11","3","0.00"
"Gabon","2020-05-18","1","-66.67"
"Gabon","2020-05-25","5","400.00"
"Gabon","2020-06-01","4","-20.00"
"Gabon","2020-06-08","2","-50.00"
"Gabon","2020-06-15","11","450.00"
"Gabon","2020-06-22","6","-45.45"
"Gabon","2020-06-29","4","-33.33"
"Gabon","2020-07-06","2","-50.00"
"Gabon","2020-07-13","0","-100.00"
"Gabon","2020-07-20","3",NULL
"Gabon","2020-07-27","0","-100.00"
"Gambia","2020-01-20","0",NULL
"Gambia","2020-01-27","0",NULL
"Gambia","2020-02-03","0",NULL
"Gambia","2020-02-10","0",NULL
"Gambia","2020-02-17","0",NULL
"Gambia","2020-02-24","0",NULL
"Gambia","2020-03-02","0",NULL
"Gambia","2020-03-09","0",NULL
"Gambia","2020-03-16","0",NULL
"Gambia","2020-03-23","1",NULL
"Gambia","2020-03-30","0","-100.00"
"Gambia","2020-04-06","0",NULL
"Gambia","2020-04-13","0",NULL
"Gambia","2020-04-20","0",NULL
"Gambia","2020-04-27","0",NULL
"Gambia","2020-05-04","0",NULL
"Gambia","2020-05-11","0",NULL
"Gambia","2020-05-18","0",NULL
"Gambia","2020-05-25","0",NULL
"Gambia","2020-06-01","0",NULL
"Gambia","2020-06-08","0",NULL
"Gambia","2020-06-15","1",NULL
"Gambia","2020-06-22","0","-100.00"
"Gambia","2020-06-29","0",NULL
"Gambia","2020-07-06","1",NULL
"Gambia","2020-07-13","1","0.00"
"Gambia","2020-07-20","2","100.00"
"Gambia","2020-07-27","2","0.00"
"Georgia","2020-01-20","0",NULL
"Georgia","2020-01-27","0",NULL
"Georgia","2020-02-03","0",NULL
"Georgia","2020-02-10","0",NULL
"Georgia","2020-02-17","0",NULL
"Georgia","2020-02-24","0",NULL
"Georgia","2020-03-02","0",NULL
"Georgia","2020-03-09","0",NULL
"Georgia","2020-03-16","0",NULL
"Georgia","2020-03-23","0",NULL
"Georgia","2020-03-30","2",NULL
"Georgia","2020-04-06","1","-50.00"
"Georgia","2020-04-13","1","0.00"
"Georgia","2020-04-20","2","100.00"
"Georgia","2020-04-27","3","50.00"
"Georgia","2020-05-04","1","-66.67"
"Georgia","2020-05-11","2","100.00"
"Georgia","2020-05-18","0","-100.00"
"Georgia","2020-05-25","0",NULL
"Georgia","2020-06-01","1",NULL
"Georgia","2020-06-08","1","0.00"
"Georgia","2020-06-15","0","-100.00"
"Georgia","2020-06-22","1",NULL
"Georgia","2020-06-29","0","-100.00"
"Georgia","2020-07-06","0",NULL
"Georgia","2020-07-13","0",NULL
"Georgia","2020-07-20","1",NULL
"Georgia","2020-07-27","0","-100.00"
"Germany","2020-01-20","0",NULL
"Germany","2020-01-27","0",NULL
"Germany","2020-02-03","0",NULL
"Germany","2020-02-10","0",NULL
"Germany","2020-02-17","0",NULL
"Germany","2020-02-24","0",NULL
"Germany","2020-03-02","0",NULL
"Germany","2020-03-09","11",NULL
"Germany","2020-03-16","83","654.55"
"Germany","2020-03-23","439","428.92"
"Germany","2020-03-30","1051","139.41"
"Germany","2020-04-06","1438","36.82"
"Germany","2020-04-13","1564","8.76"
"Germany","2020-04-20","1390","-11.13"
"Germany","2020-04-27","890","-35.97"
"Germany","2020-05-04","703","-21.01"
"Germany","2020-05-11","393","-44.10"
"Germany","2020-05-18","321","-18.32"
"Germany","2020-05-25","257","-19.94"
"Germany","2020-06-01","145","-43.58"
"Germany","2020-06-08","116","-20.00"
"Germany","2020-06-15","94","-18.97"
"Germany","2020-06-22","73","-22.34"
"Germany","2020-06-29","55","-24.66"
"Germany","2020-07-06","48","-12.73"
"Germany","2020-07-13","21","-56.25"
"Germany","2020-07-20","32","52.38"
"Germany","2020-07-27","1","-96.88"
"Ghana","2020-01-20","0",NULL
"Ghana","2020-01-27","0",NULL
"Ghana","2020-02-03","0",NULL
"Ghana","2020-02-10","0",NULL
"Ghana","2020-02-17","0",NULL
"Ghana","2020-02-24","0",NULL
"Ghana","2020-03-02","0",NULL
"Ghana","2020-03-09","0",NULL
"Ghana","2020-03-16","1",NULL
"Ghana","2020-03-23","4","300.00"
"Ghana","2020-03-30","0","-100.00"
"Ghana","2020-04-06","3",NULL
"Ghana","2020-04-13","1","-66.67"
"Ghana","2020-04-20","2","100.00"
"Ghana","2020-04-27","7","250.00"
"Ghana","2020-05-04","4","-42.86"
"Ghana","2020-05-11","7","75.00"
"Ghana","2020-05-18","3","-57.14"
"Ghana","2020-05-25","4","33.33"
"Ghana","2020-06-01","8","100.00"
"Ghana","2020-06-08","10","25.00"
"Ghana","2020-06-15","31","210.00"
"Ghana","2020-06-22","27","-12.90"
"Ghana","2020-06-29","10","-62.96"
"Ghana","2020-07-06","17","70.00"
"Ghana","2020-07-13","9","-47.06"
"Ghana","2020-07-20","20","122.22"
"Ghana","2020-07-27","0","-100.00"
"Greece","2020-01-20","0",NULL
"Greece","2020-01-27","0",NULL
"Greece","2020-02-03","0",NULL
"Greece","2020-02-10","0",NULL
"Greece","2020-02-17","0",NULL
"Greece","2020-02-24","0",NULL
"Greece","2020-03-02","0",NULL
"Greece","2020-03-09","4",NULL
"Greece","2020-03-16","11","175.00"
"Greece","2020-03-23","23","109.09"
"Greece","2020-03-30","35","52.17"
"Greece","2020-04-06","25","-28.57"
"Greece","2020-04-13","15","-40.00"
"Greece","2020-04-20","21","40.00"
"Greece","2020-04-27","10","-52.38"
"Greece","2020-05-04","7","-30.00"
"Greece","2020-05-11","12","71.43"
"Greece","2020-05-18","8","-33.33"
"Greece","2020-05-25","4","-50.00"
"Greece","2020-06-01","5","25.00"
"Greece","2020-06-08","3","-40.00"
"Greece","2020-06-15","7","133.33"
"Greece","2020-06-22","1","-85.71"
"Greece","2020-06-29","1","0.00"
"Greece","2020-07-06","1","0.00"
"Greece","2020-07-13","1","0.00"
"Greece","2020-07-20","8","700.00"
"Greece","2020-07-27","0","-100.00"
"Greenland","2020-01-20","0",NULL
"Greenland","2020-01-27","0",NULL
"Greenland","2020-02-03","0",NULL
"Greenland","2020-02-10","0",NULL
"Greenland","2020-02-17","0",NULL
"Greenland","2020-02-24","0",NULL
"Greenland","2020-03-02","0",NULL
"Greenland","2020-03-09","0",NULL
"Greenland","2020-03-16","0",NULL
"Greenland","2020-03-23","0",NULL
"Greenland","2020-03-30","0",NULL
"Greenland","2020-04-06","0",NULL
"Greenland","2020-04-13","0",NULL
"Greenland","2020-04-20","0",NULL
"Greenland","2020-04-27","0",NULL
"Greenland","2020-05-04","0",NULL
"Greenland","2020-05-11","0",NULL
"Greenland","2020-05-18","0",NULL
"Greenland","2020-05-25","0",NULL
"Greenland","2020-06-01","0",NULL
"Greenland","2020-06-08","0",NULL
"Greenland","2020-06-15","0",NULL
"Greenland","2020-06-22","0",NULL
"Greenland","2020-06-29","0",NULL
"Greenland","2020-07-06","0",NULL
"Greenland","2020-07-13","0",NULL
"Greenland","2020-07-20","0",NULL
"Greenland","2020-07-27","0",NULL
"Grenada","2020-01-20","0",NULL
"Grenada","2020-01-27","0",NULL
"Grenada","2020-02-03","0",NULL
"Grenada","2020-02-10","0",NULL
"Grenada","2020-02-17","0",NULL
"Grenada","2020-02-24","0",NULL
"Grenada","2020-03-02","0",NULL
"Grenada","2020-03-09","0",NULL
"Grenada","2020-03-16","0",NULL
"Grenada","2020-03-23","0",NULL
"Grenada","2020-03-30","0",NULL
"Grenada","2020-04-06","0",NULL
"Grenada","2020-04-13","0",NULL
"Grenada","2020-04-20","0",NULL
"Grenada","2020-04-27","0",NULL
"Grenada","2020-05-04","0",NULL
"Grenada","2020-05-11","0",NULL
"Grenada","2020-05-18","0",NULL
"Grenada","2020-05-25","0",NULL
"Grenada","2020-06-01","0",NULL
"Grenada","2020-06-08","0",NULL
"Grenada","2020-06-15","0",NULL
"Grenada","2020-06-22","0",NULL
"Grenada","2020-06-29","0",NULL
"Grenada","2020-07-06","0",NULL
"Grenada","2020-07-13","0",NULL
"Grenada","2020-07-20","0",NULL
"Grenada","2020-07-27","0",NULL
"Guatemala","2020-01-20","0",NULL
"Guatemala","2020-01-27","0",NULL
"Guatemala","2020-02-03","0",NULL
"Guatemala","2020-02-10","0",NULL
"Guatemala","2020-02-17","0",NULL
"Guatemala","2020-02-24","0",NULL
"Guatemala","2020-03-02","0",NULL
"Guatemala","2020-03-09","0",NULL
"Guatemala","2020-03-16","1",NULL
"Guatemala","2020-03-23","0","-100.00"
"Guatemala","2020-03-30","1",NULL
"Guatemala","2020-04-06","3","200.00"
"Guatemala","2020-04-13","2","-33.33"
"Guatemala","2020-04-20","8","300.00"
"Guatemala","2020-04-27","2","-75.00"
"Guatemala","2020-05-04","9","350.00"
"Guatemala","2020-05-11","7","-22.22"
"Guatemala","2020-05-18","25","257.14"
"Guatemala","2020-05-25","50","100.00"
"Guatemala","2020-06-01","144","188.00"
"Guatemala","2020-06-08","132","-8.33"
"Guatemala","2020-06-15","147","11.36"
"Guatemala","2020-06-22","196","33.33"
"Guatemala","2020-06-29","220","12.24"
"Guatemala","2020-07-06","272","23.64"
"Guatemala","2020-07-13","266","-2.21"
"Guatemala","2020-07-20","249","-6.39"
"Guatemala","2020-07-27","27","-89.16"
"Guinea","2020-01-20","0",NULL
"Guinea","2020-01-27","0",NULL
"Guinea","2020-02-03","0",NULL
"Guinea","2020-02-10","0",NULL
"Guinea","2020-02-17","0",NULL
"Guinea","2020-02-24","0",NULL
"Guinea","2020-03-02","0",NULL
